Name,Name,Run 1,sex,rider_country,race_country,Date,track_name
Guillaume CAUVIN,Guillaume CAUVIN,3:22.08928,Men,French, France,10th Apr 2016,Lourdes
Sam HILL (elt),Sam HILL (elt),3:22.10929,Men,Australian, France,10th Apr 2016,Lourdes
Rudy CABIROU,Rudy CABIROU,3:22.38130,Men,French, France,10th Apr 2016,Lourdes
Andrew NEETHLING,Andrew NEETHLING,3:22.83831,Men,South African, France,10th Apr 2016,Lourdes
Taylor VERNON,Taylor VERNON,3:22.95232,Men,British, France,10th Apr 2016,Lourdes
Innes GRAHAM,Innes GRAHAM,3:23.10633,Men,British, France,10th Apr 2016,Lourdes
Markus PEKOLL,Markus PEKOLL,3:23.36434,Men,Austrian, France,10th Apr 2016,Lourdes
Sam BLENKINSOP,Sam BLENKINSOP,3:23.44435,Men,New Zealand, France,10th Apr 2016,Lourdes
Alex MARIN,Alex MARIN,3:23.91436,Men,Spanish, France,10th Apr 2016,Lourdes
Brook MACDONALD,Brook MACDONALD,3:24.41437,Men,New Zealand, France,10th Apr 2016,Lourdes
Joe SMITH (elt),Joe SMITH (elt),3:24.52438,Men,British, France,10th Apr 2016,Lourdes
Phil ATWILL,Phil ATWILL,3:24.55439,Men,British, France,10th Apr 2016,Lourdes
Ziga PANDUR,Ziga PANDUR,3:24.81540,Men,Slovenian, France,10th Apr 2016,Lourdes
Dylan LEVESQUE,Dylan LEVESQUE,3:24.91941,Men,French, France,10th Apr 2016,Lourdes
Steve PEAT,Steve PEAT,3:25.23942,Men,British, France,10th Apr 2016,Lourdes
Thomas ESTAQUE,Thomas ESTAQUE,3:25.76543,Men,French, France,10th Apr 2016,Lourdes
Rémi THIRION,Rémi THIRION,3:25.90844,Men,French, France,10th Apr 2016,Lourdes
Neko MULALLY,Neko MULALLY,3:25.91745,Men,American, France,10th Apr 2016,Lourdes
Johannes FISCHBACH,Johannes FISCHBACH,3:26.81146,Men,German, France,10th Apr 2016,Lourdes
Emanuel POMBO,Emanuel POMBO,3:27.03747,Men,Portuguese, France,10th Apr 2016,Lourdes
Luca COMETTI,Luca COMETTI,3:27.74748,Men,American, France,10th Apr 2016,Lourdes
Jacob DICKSON,Jacob DICKSON,3:27.83949,Men,Irish, France,10th Apr 2016,Lourdes
Nick BEER,Nick BEER,3:27.86050,Men,Swiss, France,10th Apr 2016,Lourdes
Mick HANNAH,Mick HANNAH,3:27.95451,Men,Australian, France,10th Apr 2016,Lourdes
Melvin PONS,Melvin PONS,3:27.98952,Men,French, France,10th Apr 2016,Lourdes
Baptiste PIERRON,Baptiste PIERRON,3:28.03553,Men,French, France,10th Apr 2016,Lourdes
Manuel GRUBER,Manuel GRUBER,3:28.32954,Men,Austrian, France,10th Apr 2016,Lourdes
Romain PAULHAN,Romain PAULHAN,3:28.92155,Men,French, France,10th Apr 2016,Lourdes
Thibault LALY,Thibault LALY,3:29.73856,Men,French, France,10th Apr 2016,Lourdes
David TRUMMER,David TRUMMER,3:30.35157,Men,Austrian, France,10th Apr 2016,Lourdes
Gregoire PAZDZIORKO,Gregoire PAZDZIORKO,3:30.93858,Men,Belgian, France,10th Apr 2016,Lourdes
Guillaume LARBEYOU,Guillaume LARBEYOU,3:31.51359,Men,French, France,10th Apr 2016,Lourdes
Oscar HÄRNSTRÖM,Oscar HÄRNSTRÖM,3:32.30560,Men,Swedish, France,10th Apr 2016,Lourdes
George GANNICOTT,George GANNICOTT,3:33.32461,Men,British, France,10th Apr 2016,Lourdes
Pierre Charles GEORGES,Pierre Charles GEORGES,3:33.85162,Men,French, France,10th Apr 2016,Lourdes
Maxime CHAPUIS,Maxime CHAPUIS,3:34.14863,Men,Swiss, France,10th Apr 2016,Lourdes
Kenta GALLAGHER,Kenta GALLAGHER,3:34.47164,Men,British, France,10th Apr 2016,Lourdes
Craig EVANS (elt),Craig EVANS (elt),3:35.27665,Men,British, France,10th Apr 2016,Lourdes
Fraser MCGLONE,Fraser MCGLONE,3:35.34566,Men,British, France,10th Apr 2016,Lourdes
Gianluca VERNASSA,Gianluca VERNASSA,3:37.18267,Men,Italian, France,10th Apr 2016,Lourdes
Jack READING,Jack READING,3:38.22768,Men,British, France,10th Apr 2016,Lourdes
Faustin FIGARET,Faustin FIGARET,3:39.04369,Men,French, France,10th Apr 2016,Lourdes
Silas GRANDY,Silas GRANDY,3:39.34070,Men,German, France,10th Apr 2016,Lourdes
Sławomir ŁUKASIK,Sławomir ŁUKASIK,3:39.64471,Men,Polish, France,10th Apr 2016,Lourdes
Wyn MASTERS,Wyn MASTERS,3:40.11972,Men,New Zealand, France,10th Apr 2016,Lourdes
Edgar CARBALLO GONZALEZ,Edgar CARBALLO GONZALEZ,3:40.15873,Men,Spanish, France,10th Apr 2016,Lourdes
Noel NIEDERBERGER,Noel NIEDERBERGER,3:41.09974,Men,Swiss, France,10th Apr 2016,Lourdes
Loris REVELLI,Loris REVELLI,3:42.69975,Men,Italian, France,10th Apr 2016,Lourdes
Joe CONNELL,Joe CONNELL,3:42.88176,Men,Scottish, France,10th Apr 2016,Lourdes
Ondrej STEPANEK,Ondrej STEPANEK,3:44.87077,Men,Czech, France,10th Apr 2016,Lourdes
Rafael GUTIÉRREZ VILLEGAS,Rafael GUTIÉRREZ VILLEGAS,4:04.26578,Men,Colombian, France,10th Apr 2016,Lourdes
Thibaut RUFFIN,Thibaut RUFFIN,4:04.78879,Men,French, France,10th Apr 2016,Lourdes
Dean LUCAS,Dean LUCAS,4:18.33280,Men,Australian, France,10th Apr 2016,Lourdes
Alexandre FAYOLLE,Alexandre FAYOLLE,4:18.71681,Men,French, France,10th Apr 2016,Lourdes
Sam DALE (elt),Sam DALE (elt),DNS,Men,British, France,10th Apr 2016,Lourdes
Frazer MCCUBBING,Frazer MCCUBBING,DNQ,Men,British, France,10th Apr 2016,Lourdes
Francesco COLOMBO,Francesco COLOMBO,DNQ,Men,Italian, France,10th Apr 2016,Lourdes
Julien PICCOLO,Julien PICCOLO,DNQ,Men,French, France,10th Apr 2016,Lourdes
Gaetan RUFFIN,Gaetan RUFFIN,DNQ,Men,French, France,10th Apr 2016,Lourdes
Benny STRASSER,Benny STRASSER,DNQ,Men,German, France,10th Apr 2016,Lourdes
Josh LOWE,Josh LOWE,DNQ,Men,British, France,10th Apr 2016,Lourdes
Lukas STUDNICKA,Lukas STUDNICKA,DNQ,Men,Czech, France,10th Apr 2016,Lourdes
Ángel SUÁREZ ALONSO,Ángel SUÁREZ ALONSO,DNQ,Men,Spanish, France,10th Apr 2016,Lourdes
Lorenzo SUDING,Lorenzo SUDING,DNQ,Men,Italian, France,10th Apr 2016,Lourdes
Marc BEAUMONT,Marc BEAUMONT,DNQ,Men,British, France,10th Apr 2016,Lourdes
Francesco Danilo PETRUCCI,Francesco Danilo PETRUCCI,DNQ,Men,, France,10th Apr 2016,Lourdes
Neil STEWART (elt),Neil STEWART (elt),DNQ,Men,British, France,10th Apr 2016,Lourdes
Lubos STAŇO,Lubos STAŇO,DNQ,Men,Slovakian, France,10th Apr 2016,Lourdes
Bryan PFEIFFER,Bryan PFEIFFER,DNQ,Men,French, France,10th Apr 2016,Lourdes
Martin LEBL,Martin LEBL,DNQ,Men,Czech, France,10th Apr 2016,Lourdes
Guillem JORBA PRATS,Guillem JORBA PRATS,DNQ,Men,Spanish, France,10th Apr 2016,Lourdes
Mario MILANI,Mario MILANI,DNQ,Men,Italian, France,10th Apr 2016,Lourdes
Will JONES (elt),Will JONES (elt),DNQ,Men,British, France,10th Apr 2016,Lourdes
Forrest RIESCO,Forrest RIESCO,DNQ,Men,Canadian, France,10th Apr 2016,Lourdes
Jure ŽABJEK,Jure ŽABJEK,DNQ,Men,Slovenian, France,10th Apr 2016,Lourdes
Iraitz ETXEBARRIA,Iraitz ETXEBARRIA,DNQ,Men,Spanish, France,10th Apr 2016,Lourdes
Quentin CHANUDET,Quentin CHANUDET,DNQ,Men,French, France,10th Apr 2016,Lourdes
Shane LESLIE,Shane LESLIE,DNQ,Men,American, France,10th Apr 2016,Lourdes
Dakotah NORTON,Dakotah NORTON,DNQ,Men,American, France,10th Apr 2016,Lourdes
Roger VIEIRA,Roger VIEIRA,DNQ,Men,Brazilian, France,10th Apr 2016,Lourdes
Marcus HANSSON,Marcus HANSSON,DNQ,Men,Swedish, France,10th Apr 2016,Lourdes
Stanislav SEHNAL,Stanislav SEHNAL,DNQ,Men,Czech, France,10th Apr 2016,Lourdes
Joshua BARTH,Joshua BARTH,DNQ,Men,German, France,10th Apr 2016,Lourdes
Jérôme CAROLI,Jérôme CAROLI,DNQ,Men,Swiss, France,10th Apr 2016,Lourdes
Jay WILLIAMSON,Jay WILLIAMSON,DNQ,Men,British, France,10th Apr 2016,Lourdes
Daniel OLARRA LOPEZ,Daniel OLARRA LOPEZ,DNQ,Men,Spanish, France,10th Apr 2016,Lourdes
Benoit COUGOUREUX,Benoit COUGOUREUX,DNQ,Men,French, France,10th Apr 2016,Lourdes
Hugo LANGEVIN,Hugo LANGEVIN,DNQ,Men,Canadian, France,10th Apr 2016,Lourdes
Carlo CAIRE,Carlo CAIRE,DNQ,Men,Italian, France,10th Apr 2016,Lourdes
Jasper JAUCH,Jasper JAUCH,DNQ,Men,German, France,10th Apr 2016,Lourdes
George BRANNIGAN,George BRANNIGAN,DNQ,Men,New Zealand, France,10th Apr 2016,Lourdes
André Emanuel DA SILVA CAETANO,André Emanuel DA SILVA CAETANO,DNQ,Men,Portuguese, France,10th Apr 2016,Lourdes
Maxime FRANSOLET,Maxime FRANSOLET,DNQ,Men,Belgian, France,10th Apr 2016,Lourdes
Michael PFAFF,Michael PFAFF,DNQ,Men,German, France,10th Apr 2016,Lourdes
Julian STEINER,Julian STEINER,DNQ,Men,German, France,10th Apr 2016,Lourdes
Vasco BICA,Vasco BICA,DNQ,Men,Portuguese, France,10th Apr 2016,Lourdes
Hossein RAFIEE,Hossein RAFIEE,DNQ,Men,Iranian, France,10th Apr 2016,Lourdes
Peter MARCINA,Peter MARCINA,DNQ,Men,Slovakian, France,10th Apr 2016,Lourdes
Pol ROMERO PERICH,Pol ROMERO PERICH,DNQ,Men,Spanish, France,10th Apr 2016,Lourdes
Daniel BAGGE,Daniel BAGGE,DNQ,Men,Swedish, France,10th Apr 2016,Lourdes
Philippe RICARD,Philippe RICARD,DNQ,Men,Canadian, France,10th Apr 2016,Lourdes
Guillem CASAL,Guillem CASAL,DNQ,Men,Andorran, France,10th Apr 2016,Lourdes
Eliot JACKSON,Eliot JACKSON,DNQ,Men,American, France,10th Apr 2016,Lourdes
Kilian ELVIRA SANCHEZ,Kilian ELVIRA SANCHEZ,DNQ,Men,Andorran, France,10th Apr 2016,Lourdes
Martin KNAPEC,Martin KNAPEC,DNQ,Men,Slovakian, France,10th Apr 2016,Lourdes
Eric PORTILLO LOPEZ,Eric PORTILLO LOPEZ,DNQ,Men,Spanish, France,10th Apr 2016,Lourdes
Andreas KOLB,Andreas KOLB,DNQ,Men,Austrian, France,10th Apr 2016,Lourdes
Stefan GARLICKI,Stefan GARLICKI,DNQ,Men,South African, France,10th Apr 2016,Lourdes
Konstantinos ANDRIOTIS,Konstantinos ANDRIOTIS,DNQ,Men,Greek, France,10th Apr 2016,Lourdes
Rastislav BARANEK,Rastislav BARANEK,DNQ,Men,Slovakian, France,10th Apr 2016,Lourdes
Javier GUIJARRO VILLACIEROS,Javier GUIJARRO VILLACIEROS,DNQ,Men,Spanish, France,10th Apr 2016,Lourdes
Erik IRMISCH,Erik IRMISCH,DNQ,Men,German, France,10th Apr 2016,Lourdes
Bazi Amin NAJAFI,Bazi Amin NAJAFI,DNQ,Men,Iranian, France,10th Apr 2016,Lourdes
Jozef ONDIC,Jozef ONDIC,DNQ,Men,Slovakian, France,10th Apr 2016,Lourdes
Dominic TINNER,Dominic TINNER,DNQ,Men,Swiss, France,10th Apr 2016,Lourdes
Pascal TINNER,Pascal TINNER,DNQ,Men,Swiss, France,10th Apr 2016,Lourdes
Emyr DAVIES,Emyr DAVIES,DNQ,Men,Welsh, France,10th Apr 2016,Lourdes
Isak LEIVSSON,Isak LEIVSSON,DNQ,Men,Norwegian, France,10th Apr 2016,Lourdes
Mike SCHAER,Mike SCHAER,DNQ,Men,Swiss, France,10th Apr 2016,Lourdes
André VÖGELE,André VÖGELE,DNQ,Men,Austrian, France,10th Apr 2016,Lourdes
Johannes VON KLEBELSBERG,Johannes VON KLEBELSBERG,DNQ,Men,Italian, France,10th Apr 2016,Lourdes
Matthew WALKER,Matthew WALKER,DNQ,Men,New Zealand, France,10th Apr 2016,Lourdes
Lutz WEBER,Lutz WEBER,DNQ,Men,Swiss, France,10th Apr 2016,Lourdes
Hossein ZANJANIAN,Hossein ZANJANIAN,DNQ,Men,Iranian, France,10th Apr 2016,Lourdes
Rachel ATHERTON,Rachel ATHERTON,3:50.3831,Women,British, France,10th Apr 2016,Lourdes
Tahnée SEAGRAVE,Tahnée SEAGRAVE,3:54.8552,Women,British, France,10th Apr 2016,Lourdes
Manon CARPENTER,Manon CARPENTER,4:00.6413,Women,British, France,10th Apr 2016,Lourdes
Tracey HANNAH,Tracey HANNAH,4:03.9744,Women,Australian, France,10th Apr 2016,Lourdes
Emilie SIEGENTHALER,Emilie SIEGENTHALER,4:12.1915,Women,Swiss, France,10th Apr 2016,Lourdes
Morgane CHARRE,Morgane CHARRE,4:26.9686,Women,French, France,10th Apr 2016,Lourdes
Marine CABIROU,Marine CABIROU,4:33.7797,Women,French, France,10th Apr 2016,Lourdes
Eleonora FARINA,Eleonora FARINA,4:40.9348,Women,Italian, France,10th Apr 2016,Lourdes
Carina CAPPELLARI,Carina CAPPELLARI,4:42.9899,Women,Swiss, France,10th Apr 2016,Lourdes
Alia MARCELLINI,Alia MARCELLINI,4:51.26310,Women,Italian, France,10th Apr 2016,Lourdes
Zarja CERNILOGAR,Zarja CERNILOGAR,4:51.46911,Women,Slovenian, France,10th Apr 2016,Lourdes
Mariana SALAZAR,Mariana SALAZAR,4:54.70912,Women,Salvadoran, France,10th Apr 2016,Lourdes
Veronika WIDMANN,Veronika WIDMANN,4:57.43113,Women,Italian, France,10th Apr 2016,Lourdes
Jana BARTOVA,Jana BARTOVA,5:00.43714,Women,Czech, France,10th Apr 2016,Lourdes
Katy CURD,Katy CURD,5:03.11715,Women,British, France,10th Apr 2016,Lourdes
Laura LOHNER,Laura LOHNER,5:03.84516,Women,French, France,10th Apr 2016,Lourdes
Blanca JULIÀ BARTHE,Blanca JULIÀ BARTHE,5:07.53417,Women,Spanish, France,10th Apr 2016,Lourdes
Elke RABEDER,Elke RABEDER,5:09.28618,Women,Austrian, France,10th Apr 2016,Lourdes
Alba WUNDERLIN,Alba WUNDERLIN,5:15.32219,Women,Swiss, France,10th Apr 2016,Lourdes
Melanie CHAPPAZ °,Melanie CHAPPAZ °,5:34.06920,Women,French, France,10th Apr 2016,Lourdes
Flora LESOIN °,Flora LESOIN °,5:55.42021,Women,French, France,10th Apr 2016,Lourdes
Rona STRIVENS °,Rona STRIVENS °,6:20.30322,Women,British, France,10th Apr 2016,Lourdes
Blanca ARACIL ALBA °,Blanca ARACIL ALBA °,6:32.54823,Women,Spanish, France,10th Apr 2016,Lourdes
Vaea VERBEECK,Vaea VERBEECK,DNS,Women,Canadian, France,10th Apr 2016,Lourdes
Sandra RÜBESAM,Sandra RÜBESAM,DNQ,Women,German, France,10th Apr 2016,Lourdes
Veronique SANDLER,Veronique SANDLER,DNQ,Women,New Zealand, France,10th Apr 2016,Lourdes
Carmen Rosa MARTINEZ PEREZ,Carmen Rosa MARTINEZ PEREZ,DNQ,Women,Spanish, France,10th Apr 2016,Lourdes
Lea Salome RUTZ,Lea Salome RUTZ,DNQ,Women,Swiss, France,10th Apr 2016,Lourdes
Alix JACQUEMART (F),Alix JACQUEMART (F),DNQ,Women,, France,10th Apr 2016,Lourdes
Alizee ARTHUS,Alizee ARTHUS,DNQ,Women,French, France,10th Apr 2016,Lourdes
Becci SKELTON,Becci SKELTON,DNQ,Women,British, France,10th Apr 2016,Lourdes
Lisa SCHAUB,Lisa SCHAUB,DNQ,Women,German, France,10th Apr 2016,Lourdes
Loïc BRUNI,Loïc BRUNI,3:26.6561,Men,French, Australia,10th Sep 2017,Cairns
Mick HANNAH,Mick HANNAH,3:26.9952,Men,Australian, Australia,10th Sep 2017,Cairns
Aaron GWIN,Aaron GWIN,3:28.6233,Men,American, Australia,10th Sep 2017,Cairns
Jack MOIR,Jack MOIR,3:29.2574,Men,Australian, Australia,10th Sep 2017,Cairns
Troy BROSNAN,Troy BROSNAN,3:29.6495,Men,Australian, Australia,10th Sep 2017,Cairns
Sam HILL (elt),Sam HILL (elt),3:32.3456,Men,Australian, Australia,10th Sep 2017,Cairns
Loris VERGIER,Loris VERGIER,3:32.9817,Men,French, Australia,10th Sep 2017,Cairns
Marcelo GUTIÉRREZ,Marcelo GUTIÉRREZ,3:33.2698,Men,Colombian, Australia,10th Sep 2017,Cairns
Amaury PIERRON,Amaury PIERRON,3:33.5999,Men,French, Australia,10th Sep 2017,Cairns
Rupert CHAPMAN,Rupert CHAPMAN,3:33.76810,Men,New Zealand, Australia,10th Sep 2017,Cairns
Florent PAYET,Florent PAYET,3:33.92511,Men,French, Australia,10th Sep 2017,Cairns
Dean LUCAS,Dean LUCAS,3:34.12112,Men,Australian, Australia,10th Sep 2017,Cairns
Adam BRAYTON,Adam BRAYTON,3:35.22413,Men,British, Australia,10th Sep 2017,Cairns
Greg WILLIAMSON,Greg WILLIAMSON,3:35.29014,Men,British, Australia,10th Sep 2017,Cairns
Sam BLENKINSOP,Sam BLENKINSOP,3:35.48815,Men,New Zealand, Australia,10th Sep 2017,Cairns
Danny HART (elt),Danny HART (elt),3:35.57216,Men,British, Australia,10th Sep 2017,Cairns
Rudy CABIROU,Rudy CABIROU,3:35.64417,Men,French, Australia,10th Sep 2017,Cairns
Gee ATHERTON,Gee ATHERTON,3:35.71518,Men,British, Australia,10th Sep 2017,Cairns
Neko MULALLY,Neko MULALLY,3:35.73019,Men,American, Australia,10th Sep 2017,Cairns
Bruce KLEIN,Bruce KLEIN,3:35.87020,Men,American, Australia,10th Sep 2017,Cairns
Laurie GREENLAND,Laurie GREENLAND,3:36.37721,Men,British, Australia,10th Sep 2017,Cairns
Baptiste PIERRON,Baptiste PIERRON,3:36.52722,Men,French, Australia,10th Sep 2017,Cairns
Benoît COULANGES,Benoît COULANGES,3:36.57223,Men,French, Australia,10th Sep 2017,Cairns
Connor FEARON,Connor FEARON,3:36.65024,Men,Australian, Australia,10th Sep 2017,Cairns
Jack READING,Jack READING,3:37.32325,Men,British, Australia,10th Sep 2017,Cairns
Luca SHAW,Luca SHAW,3:37.73026,Men,American, Australia,10th Sep 2017,Cairns
Charlie HATTON,Charlie HATTON,3:38.44427,Men,British, Australia,10th Sep 2017,Cairns
Eliot JACKSON,Eliot JACKSON,3:38.62528,Men,American, Australia,10th Sep 2017,Cairns
Matthew WALKER,Matthew WALKER,3:38.73829,Men,New Zealand, Australia,10th Sep 2017,Cairns
Eddie MASTERS,Eddie MASTERS,3:39.46230,Men,New Zealand, Australia,10th Sep 2017,Cairns
David TRUMMER,David TRUMMER,3:40.29531,Men,Austrian, Australia,10th Sep 2017,Cairns
Jure ŽABJEK,Jure ŽABJEK,3:40.34832,Men,Slovenian, Australia,10th Sep 2017,Cairns
Noel NIEDERBERGER,Noel NIEDERBERGER,3:40.99033,Men,Swiss, Australia,10th Sep 2017,Cairns
Rafael GUTIÉRREZ VILLEGAS,Rafael GUTIÉRREZ VILLEGAS,3:41.23434,Men,Colombian, Australia,10th Sep 2017,Cairns
Keegan WRIGHT,Keegan WRIGHT,3:41.55735,Men,New Zealand, Australia,10th Sep 2017,Cairns
Ondrej STEPANEK,Ondrej STEPANEK,3:41.68236,Men,Czech, Australia,10th Sep 2017,Cairns
Loris REVELLI,Loris REVELLI,3:41.87537,Men,Italian, Australia,10th Sep 2017,Cairns
Jérôme CAROLI,Jérôme CAROLI,3:41.93938,Men,Swiss, Australia,10th Sep 2017,Cairns
Jake NEWELL,Jake NEWELL,3:42.72439,Men,Australian, Australia,10th Sep 2017,Cairns
Wyn MASTERS,Wyn MASTERS,3:42.81540,Men,New Zealand, Australia,10th Sep 2017,Cairns
Jasper JAUCH,Jasper JAUCH,3:43.18641,Men,German, Australia,10th Sep 2017,Cairns
Jacob DICKSON,Jacob DICKSON,3:43.57142,Men,Irish, Australia,10th Sep 2017,Cairns
Johann POTGIETER,Johann POTGIETER,3:43.99743,Men,South African, Australia,10th Sep 2017,Cairns
Joshua BUTTON,Joshua BUTTON,3:44.06244,Men,Australian, Australia,10th Sep 2017,Cairns
Dakotah NORTON,Dakotah NORTON,3:44.54245,Men,American, Australia,10th Sep 2017,Cairns
Stanislav SEHNAL,Stanislav SEHNAL,3:44.65546,Men,Czech, Australia,10th Sep 2017,Cairns
Martin LEBL,Martin LEBL,3:44.74447,Men,Czech, Australia,10th Sep 2017,Cairns
Stefan GARLICKI,Stefan GARLICKI,3:44.91248,Men,South African, Australia,10th Sep 2017,Cairns
Joshua BARTH,Joshua BARTH,3:45.36049,Men,German, Australia,10th Sep 2017,Cairns
Janis LEHMANN,Janis LEHMANN,3:45.40850,Men,Swiss, Australia,10th Sep 2017,Cairns
Markus PEKOLL,Markus PEKOLL,3:46.01951,Men,Austrian, Australia,10th Sep 2017,Cairns
Bernard KERR,Bernard KERR,3:46.17552,Men,British, Australia,10th Sep 2017,Cairns
Samuel THIBAULT,Samuel THIBAULT,3:48.94553,Men,Canadian, Australia,10th Sep 2017,Cairns
Mark WALLACE,Mark WALLACE,3:49.03654,Men,Canadian, Australia,10th Sep 2017,Cairns
Popo Ariyo SEJATI,Popo Ariyo SEJATI,3:51.69955,Men,Indonesian, Australia,10th Sep 2017,Cairns
Yuki KUSHIMA,Yuki KUSHIMA,3:53.92556,Men,Japanese, Australia,10th Sep 2017,Cairns
Kazuki SHIMIZU,Kazuki SHIMIZU,3:54.14557,Men,Japanese, Australia,10th Sep 2017,Cairns
Alex MARIN,Alex MARIN,3:56.10358,Men,Spanish, Australia,10th Sep 2017,Cairns
Hildan Afosma KATANA,Hildan Afosma KATANA,4:02.26659,Men,Indonesian, Australia,10th Sep 2017,Cairns
Charlie HARRISON,Charlie HARRISON,4:06.84260,Men,American, Australia,10th Sep 2017,Cairns
Greg MINNAAR,Greg MINNAAR,4:07.51061,Men,South African, Australia,10th Sep 2017,Cairns
Brook MACDONALD,Brook MACDONALD,4:08.43762,Men,New Zealand, Australia,10th Sep 2017,Cairns
Khoiful MUKHIB,Khoiful MUKHIB,4:32.81663,Men,Indonesian, Australia,10th Sep 2017,Cairns
Hajime IMOTO,Hajime IMOTO,5:03.17064,Men,Japanese, Australia,10th Sep 2017,Cairns
Sławomir ŁUKASIK,Sławomir ŁUKASIK,5:25.15665,Men,Polish, Australia,10th Sep 2017,Cairns
Suebsakun SUKCHANYA,Suebsakun SUKCHANYA,9:09.06766,Men,Thai, Australia,10th Sep 2017,Cairns
Johannes FISCHBACH,Johannes FISCHBACH,DNF,Men,German, Australia,10th Sep 2017,Cairns
Magnus MANSON,Magnus MANSON,DNS,Men,Canadian, Australia,10th Sep 2017,Cairns
Francesco COLOMBO,Francesco COLOMBO,DNS,Men,Italian, Australia,10th Sep 2017,Cairns
Miranda MILLER,Miranda MILLER,4:10.2451,Women,Canadian, Australia,10th Sep 2017,Cairns
Myriam NICOLE,Myriam NICOLE,4:10.3422,Women,French, Australia,10th Sep 2017,Cairns
Tracey HANNAH,Tracey HANNAH,4:12.2303,Women,Australian, Australia,10th Sep 2017,Cairns
Eleonora FARINA,Eleonora FARINA,4:15.1684,Women,Italian, Australia,10th Sep 2017,Cairns
Danielle BEECROFT,Danielle BEECROFT,4:19.3615,Women,Australian, Australia,10th Sep 2017,Cairns
Marine CABIROU,Marine CABIROU,4:20.0716,Women,French, Australia,10th Sep 2017,Cairns
Monika HRASTNIK,Monika HRASTNIK,4:21.9187,Women,Slovenian, Australia,10th Sep 2017,Cairns
Alia MARCELLINI,Alia MARCELLINI,4:24.6088,Women,Italian, Australia,10th Sep 2017,Cairns
Sian A'HERN,Sian A'HERN,4:25.8169,Women,Australian, Australia,10th Sep 2017,Cairns
Carina CAPPELLARI,Carina CAPPELLARI,4:35.31610,Women,Swiss, Australia,10th Sep 2017,Cairns
Tahnée SEAGRAVE,Tahnée SEAGRAVE,4:35.41411,Women,British, Australia,10th Sep 2017,Cairns
Tegan MOLLOY,Tegan MOLLOY,4:38.37212,Women,Australian, Australia,10th Sep 2017,Cairns
Kellie WEINERT,Kellie WEINERT,4:39.11813,Women,Australian, Australia,10th Sep 2017,Cairns
Tiara Andini PRASTIKA,Tiara Andini PRASTIKA,4:41.89914,Women,Indonesian, Australia,10th Sep 2017,Cairns
Ronja HILL-WRIGHT,Ronja HILL-WRIGHT,4:45.08715,Women,Australian, Australia,10th Sep 2017,Cairns
Vaea VERBEECK,Vaea VERBEECK,4:46.20416,Women,Canadian, Australia,10th Sep 2017,Cairns
Vipavee DEEKABALLES,Vipavee DEEKABALLES,4:50.63317,Women,Thai, Australia,10th Sep 2017,Cairns
Emilie SIEGENTHALER,Emilie SIEGENTHALER,4:52.50818,Women,Swiss, Australia,10th Sep 2017,Cairns
Agata BULSKA,Agata BULSKA,5:03.52819,Women,Polish, Australia,10th Sep 2017,Cairns
Shelly FLOOD,Shelly FLOOD,6:07.89020,Women,Australian, Australia,10th Sep 2017,Cairns
Katie LAWLOR,Katie LAWLOR,DNS,Women,Australian, Australia,10th Sep 2017,Cairns
Rachel ATHERTON,Rachel ATHERTON,DNS,Women,British, Australia,10th Sep 2017,Cairns
Aaron GWIN,Aaron GWIN,3:32.9051,Men,American, Italy,26th Aug 2017,Val di Sole
Amaury PIERRON,Amaury PIERRON,3:34.3122,Men,French, Italy,26th Aug 2017,Val di Sole
Loïc BRUNI,Loïc BRUNI,3:34.9573,Men,French, Italy,26th Aug 2017,Val di Sole
Loris VERGIER,Loris VERGIER,3:35.5014,Men,French, Italy,26th Aug 2017,Val di Sole
Troy BROSNAN,Troy BROSNAN,3:36.6995,Men,Australian, Italy,26th Aug 2017,Val di Sole
Laurie GREENLAND,Laurie GREENLAND,3:37.0586,Men,British, Italy,26th Aug 2017,Val di Sole
Mark WALLACE,Mark WALLACE,3:39.1897,Men,Canadian, Italy,26th Aug 2017,Val di Sole
Luca SHAW,Luca SHAW,3:39.9308,Men,American, Italy,26th Aug 2017,Val di Sole
Adam BRAYTON,Adam BRAYTON,3:40.1109,Men,British, Italy,26th Aug 2017,Val di Sole
Jack MOIR,Jack MOIR,3:40.43510,Men,Australian, Italy,26th Aug 2017,Val di Sole
Charlie HATTON,Charlie HATTON,3:41.28611,Men,British, Italy,26th Aug 2017,Val di Sole
Greg WILLIAMSON,Greg WILLIAMSON,3:41.86512,Men,British, Italy,26th Aug 2017,Val di Sole
Baptiste PIERRON,Baptiste PIERRON,3:41.95213,Men,French, Italy,26th Aug 2017,Val di Sole
Dakotah NORTON,Dakotah NORTON,3:42.22314,Men,American, Italy,26th Aug 2017,Val di Sole
Florent PAYET,Florent PAYET,3:42.27815,Men,French, Italy,26th Aug 2017,Val di Sole
Rudy CABIROU,Rudy CABIROU,3:42.42116,Men,French, Italy,26th Aug 2017,Val di Sole
Charlie HARRISON,Charlie HARRISON,3:43.70017,Men,American, Italy,26th Aug 2017,Val di Sole
Sam BLENKINSOP,Sam BLENKINSOP,3:43.94018,Men,New Zealand, Italy,26th Aug 2017,Val di Sole
Benoît COULANGES,Benoît COULANGES,3:45.21119,Men,French, Italy,26th Aug 2017,Val di Sole
Bryn DICKERSON,Bryn DICKERSON,3:46.17620,Men,New Zealand, Italy,26th Aug 2017,Val di Sole
