,Name,Name.1,Run 1,sex,rider_country,race_country,Date,track_name,rider_country_new,home_race,run_time,race_id,percent_time_back,best_results,worst_results
429,Brian LOPES,Brian LOPES,5:02.0711,Men,American,Canada,15th Jun 1996,Mont-Sainte-Anne,USA,0,5.034518333333334,Mont-Sainte-Anne15th Jun 1996,4.787196769706292,1,0
432,Chris O'DRISCOLL,Chris O'DRISCOLL,5:43.0019,Men,American,Canada,15th Jun 1996,Mont-Sainte-Anne,USA,0,5.716698333333333,Mont-Sainte-Anne15th Jun 1996,18.985919499359994,0,1
434,Marcus KLAUSMANN,Marcus KLAUSMANN,5:06.0114,Men,German,Canada,15th Jun 1996,Mont-Sainte-Anne,Germany,0,5.10019,Mont-Sainte-Anne15th Jun 1996,6.154070301903425,0,0
435,Oscar SAIZ,Oscar SAIZ,5:06.0515,Men,Spanish,Canada,15th Jun 1996,Mont-Sainte-Anne,Spain,0,5.100858333333333,Mont-Sainte-Anne15th Jun 1996,6.167980823600017,0,0
436,Stephane JANY,Stephane JANY,5:06.1516,Men,French,Canada,15th Jun 1996,Mont-Sainte-Anne,France,0,5.102526666666667,Mont-Sainte-Anne15th Jun 1996,6.202705093471095,0,0
437,Karim AMOUR,Karim AMOUR,5:06.4517,Men,French,Canada,15th Jun 1996,Mont-Sainte-Anne,France,0,5.107528333333334,Mont-Sainte-Anne15th Jun 1996,6.30680852392369,0,0
439,Leigh DONOVAN,Leigh DONOVAN,5:23.051,Women,American,Canada,15th Jun 1996,Mont-Sainte-Anne,USA,0,5.3841833333333335,Mont-Sainte-Anne15th Jun 1996,0.0,1,0
440,Anne-Caroline CHAUSSON,Anne-Caroline CHAUSSON,5:28.042,Women,French,Canada,15th Jun 1996,Mont-Sainte-Anne,France,0,5.467366666666667,Mont-Sainte-Anne15th Jun 1996,1.544957297764138,0,1
441,Nolvenn LE CAER,Nolvenn LE CAER,5:41.023,Women,French,Canada,15th Jun 1996,Mont-Sainte-Anne,France,0,5.683716666666667,Mont-Sainte-Anne15th Jun 1996,5.563208285998189,0,0
442,Marla STREB,Marla STREB,5:41.604,Women,American,Canada,15th Jun 1996,Mont-Sainte-Anne,USA,0,5.6934000000000005,Mont-Sainte-Anne15th Jun 1996,5.743056049973538,0,0
443,Missy GIOVE,Missy GIOVE,5:42.575,Women,American,Canada,15th Jun 1996,Mont-Sainte-Anne,USA,0,5.709583333333334,Mont-Sainte-Anne15th Jun 1996,6.043627786324768,0,0
444,Mercedes GONZALEZ,Mercedes GONZALEZ,5:45.596,Women,Spanish,Canada,15th Jun 1996,Mont-Sainte-Anne,Spain,0,5.759933333333334,Mont-Sainte-Anne15th Jun 1996,6.978774249267139,0,0
445,Lisa SHER,Lisa SHER,5:46.017,Women,American,Canada,15th Jun 1996,Mont-Sainte-Anne,USA,0,5.76695,Mont-Sainte-Anne15th Jun 1996,7.10909422970365,1,0
446,Kim SONIER,Kim SONIER,5:49.008,Women,American,Canada,15th Jun 1996,Mont-Sainte-Anne,USA,0,5.8168,Mont-Sainte-Anne15th Jun 1996,8.034954233232504,0,1
447,Giovanna BONAZZI,Giovanna BONAZZI,5:53.769,Women,Italian,Canada,15th Jun 1996,Mont-Sainte-Anne,Italy,0,5.8961500000000004,Mont-Sainte-Anne15th Jun 1996,9.5087153421596,0,0
448,Elke BRUTSAERT,Elke BRUTSAERT,5:53.8510,Women,American,Canada,15th Jun 1996,Mont-Sainte-Anne,USA,0,5.897516666666666,Mont-Sainte-Anne15th Jun 1996,9.534098331223229,0,0
454,Marcus KLAUSMANN,Marcus KLAUSMANN,5:01.501,Men,German,Italy,19th May 1996,Nevegal,Germany,0,5.025016666666667,Nevegal19th May 1996,0.0,1,0
455,Mike KING (pro),Mike KING (pro),5:02.012,Men,American,Italy,19th May 1996,Nevegal,USA,0,5.033533333333334,Nevegal19th May 1996,0.16948534167382512,1,0
456,Nicolas VOUILLOZ,Nicolas VOUILLOZ,5:03.323,Men,French,Italy,19th May 1996,Nevegal,France,0,5.055383333333333,Nevegal19th May 1996,0.6043097701168509,0,0
457,Tomas MISSER,Tomas MISSER,5:06.264,Men,Spanish,Italy,19th May 1996,Nevegal,Spain,0,5.1044,Nevegal19th May 1996,1.579762587852107,1,0
458,Cédric GRACIA,Cédric GRACIA,5:10.755,Men,French,Italy,19th May 1996,Nevegal,France,0,5.17925,Nevegal19th May 1996,3.069309886202687,0,0
459,Guillaume KOCH,Guillaume KOCH,5:11.886,Men,French,Italy,19th May 1996,Nevegal,France,0,5.1981,Nevegal19th May 1996,3.4444330201226503,1,0
460,Shaun PALMER,Shaun PALMER,5:12.687,Men,American,Italy,19th May 1996,Nevegal,USA,0,5.21145,Nevegal19th May 1996,3.710103780750318,0,0
461,Chris O'DRISCOLL,Chris O'DRISCOLL,5:14.158,Men,American,Italy,19th May 1996,Nevegal,USA,0,5.235966666666666,Nevegal19th May 1996,4.197996026547157,1,0
463,Cyril LAGNEAU,Cyril LAGNEAU,5:17.7810,Men,French,Italy,19th May 1996,Nevegal,France,0,5.29635,Nevegal19th May 1996,5.399650415753188,0,0
464,Anne-Caroline CHAUSSON,Anne-Caroline CHAUSSON,5:40.381,Women,French,Italy,19th May 1996,Nevegal,France,0,5.673016666666666,Nevegal19th May 1996,0.0,1,1
465,Missy GIOVE,Missy GIOVE,5:55.302,Women,American,Italy,19th May 1996,Nevegal,USA,0,5.9216999999999995,Nevegal19th May 1996,4.383617181922617,0,0
467,Mercedes GONZALEZ,Mercedes GONZALEZ,6:06.284,Women,Spanish,Italy,19th May 1996,Nevegal,Spain,0,6.104733333333333,Nevegal19th May 1996,7.6100017333517345,0,0
469,Leigh DONOVAN,Leigh DONOVAN,6:10.786,Women,American,Italy,19th May 1996,Nevegal,USA,0,6.179766666666667,Nevegal19th May 1996,8.932637250610354,0,1
470,Katja REPO,Katja REPO,6:13.627,Women,Finnish,Italy,19th May 1996,Nevegal,Finland,0,6.227116666666666,Nevegal19th May 1996,9.767290183647148,0,1
471,Marla STREB,Marla STREB,6:14.878,Women,American,Italy,19th May 1996,Nevegal,USA,0,6.247966666666667,Nevegal19th May 1996,10.134819511077309,0,1
472,Nolvenn LE CAER,Nolvenn LE CAER,6:15.369,Women,French,Italy,19th May 1996,Nevegal,France,0,6.25615,Nevegal19th May 1996,10.279069630796078,0,1
474,Tomas MISSER,Tomas MISSER,4:34.931,Men,Spanish,Spain,12th May 1996,Panticosa,Spain,1,4.582183333333333,Panticosa12th May 1996,0.0,1,0
475,Steve PEAT,Steve PEAT,4:36.562,Men,British,Spain,12th May 1996,Panticosa,UK,0,4.609366666666666,Panticosa12th May 1996,0.5932397583393589,1,0
476,Nicolas VOUILLOZ,Nicolas VOUILLOZ,4:38.593,Men,French,Spain,12th May 1996,Panticosa,France,0,4.6432166666666665,Panticosa12th May 1996,1.3319705671605009,0,0
477,Mike KING (pro),Mike KING (pro),4:39.094,Men,American,Spain,12th May 1996,Panticosa,USA,0,4.651566666666667,Panticosa12th May 1996,1.5141981078888866,1,0
480,Jürgen BENEKE,Jürgen BENEKE,4:41.006,Men,German,Spain,12th May 1996,Panticosa,Germany,0,4.683433333333333,Panticosa12th May 1996,2.2096453291917006,1,0
482,Alex BALAUD,Alex BALAUD,4:45.008,Men,French,Spain,12th May 1996,Panticosa,France,0,4.750133333333333,Panticosa12th May 1996,3.6652832892616782,1,0
483,Oscar SAIZ,Oscar SAIZ,4:46.0010,Men,Spanish,Spain,12th May 1996,Panticosa,Spain,1,4.766683333333333,Panticosa12th May 1996,4.0264648220826205,1,0
484,Anne-Caroline CHAUSSON,Anne-Caroline CHAUSSON,5:12.561,Women,French,Spain,12th May 1996,Panticosa,France,0,5.20935,Panticosa12th May 1996,0.0,1,1
485,Missy GIOVE,Missy GIOVE,5:20.752,Women,American,Spain,12th May 1996,Panticosa,USA,0,5.345866666666667,Panticosa12th May 1996,2.6206084572291566,0,0
486,Nolvenn LE CAER,Nolvenn LE CAER,5:23.333,Women,French,Spain,12th May 1996,Panticosa,France,0,5.388883333333333,Panticosa12th May 1996,3.446367269109074,1,0
487,Mercedes GONZALEZ,Mercedes GONZALEZ,5:24.204,Women,Spanish,Spain,12th May 1996,Panticosa,Spain,1,5.4034,Panticosa12th May 1996,3.7250328735831006,1,0
488,Kim SONIER,Kim SONIER,5:25.925,Women,American,Spain,12th May 1996,Panticosa,USA,0,5.432083333333333,Panticosa12th May 1996,4.275645394019079,0,0
489,Leigh DONOVAN,Leigh DONOVAN,5:26.496,Women,American,Spain,12th May 1996,Panticosa,USA,0,5.4416,Panticosa12th May 1996,4.458329734035926,0,0
490,Katja REPO,Katja REPO,5:32.007,Women,Finnish,Spain,12th May 1996,Panticosa,Finland,0,5.53345,Panticosa12th May 1996,6.221505562114293,0,0
492,Lisa SHER,Lisa SHER,5:40.009,Women,American,Spain,12th May 1996,Panticosa,USA,0,5.666816666666667,Panticosa12th May 1996,8.781645822735417,0,0
494,Nicolas VOUILLOZ,Nicolas VOUILLOZ,6:22.621,Men,French,Switzerland,21st Sep 1997,Château d'Oex,France,0,6.377016666666667,Château d'Oex21st Sep 1997,0.0,1,0
495,John TOMAC,John TOMAC,6:28.812,Men,American,Switzerland,21st Sep 1997,Château d'Oex,USA,0,6.4802,Château d'Oex21st Sep 1997,1.618050237702584,1,0
496,Cédric GRACIA,Cédric GRACIA,6:28.843,Men,French,Switzerland,21st Sep 1997,Château d'Oex,France,0,6.480716666666667,Château d'Oex21st Sep 1997,1.6261522498765002,1,0
497,Marcus KLAUSMANN,Marcus KLAUSMANN,6:30.414,Men,German,Switzerland,21st Sep 1997,Château d'Oex,Germany,0,6.5069,Château d'Oex21st Sep 1997,2.036741318432589,1,0
498,Jürgen BENEKE,Jürgen BENEKE,6:31.675,Men,German,Switzerland,21st Sep 1997,Château d'Oex,Germany,0,6.527916666666667,Château d'Oex21st Sep 1997,2.3663102652494272,1,0
499,Steve PEAT,Steve PEAT,6:33.326,Men,British,Switzerland,21st Sep 1997,Château d'Oex,UK,0,6.555433333333333,Château d'Oex21st Sep 1997,2.7978077523188594,0,0
500,Myles ROCKWELL,Myles ROCKWELL,6:33.477,Men,American,Switzerland,21st Sep 1997,Château d'Oex,USA,0,6.55795,Château d'Oex21st Sep 1997,2.837272392262835,1,0
501,Tomas MISSER,Tomas MISSER,6:35.728,Men,Spanish,Switzerland,21st Sep 1997,Château d'Oex,Spain,0,6.595466666666667,Château d'Oex21st Sep 1997,3.4255830181824765,0,0
502,Johan ENGSTRÖM,Johan ENGSTRÖM,6:35.779,Men,Swedish,Switzerland,21st Sep 1997,Château d'Oex,Sweden,0,6.596316666666667,Château d'Oex21st Sep 1997,3.4389121349847507,1,0
503,Bas DE BEVER,Bas DE BEVER,6:36.2910,Men,Dutch,Switzerland,21st Sep 1997,Château d'Oex,Netherlands,0,6.60485,Château d'Oex21st Sep 1997,3.572726013470251,0,0
505,Eric CARTER,Eric CARTER,6:37.4712,Men,American,Switzerland,21st Sep 1997,Château d'Oex,USA,0,6.62452,Château d'Oex21st Sep 1997,3.8811774575885805,0,0
506,Gianluca BONANOMI,Gianluca BONANOMI,6:38.2113,Men,Italian,Switzerland,21st Sep 1997,Château d'Oex,Italy,0,6.636855,Château d'Oex21st Sep 1997,4.074606464360286,0,0
507,Cyril LAGNEAU,Cyril LAGNEAU,6:38.6014,Men,French,Switzerland,21st Sep 1997,Château d'Oex,France,0,6.643356666666667,Château d'Oex21st Sep 1997,4.176561140136048,1,0
508,William BALAUD,William BALAUD,6:39.3515,Men,French,Switzerland,21st Sep 1997,Château d'Oex,France,0,6.655858333333334,Château d'Oex21st Sep 1997,4.372603699221944,1,0
509,Shaun PALMER,Shaun PALMER,6:39.4316,Men,American,Switzerland,21st Sep 1997,Château d'Oex,USA,0,6.657193333333334,Château d'Oex21st Sep 1997,4.3935382532584555,0,0
510,Oscar SAIZ,Oscar SAIZ,6:39.7417,Men,Spanish,Switzerland,21st Sep 1997,Château d'Oex,Spain,0,6.6623616666666665,Château d'Oex21st Sep 1997,4.4745845105208515,0,0
511,Alex BALAUD,Alex BALAUD,6:40.2218,Men,French,Switzerland,21st Sep 1997,Château d'Oex,France,0,6.670363333333333,Château d'Oex21st Sep 1997,4.600061157124147,0,0
513,Michael RONNING,Michael RONNING,6:41.4820,Men,Australian,Switzerland,21st Sep 1997,Château d'Oex,Australia,0,6.691366666666667,Château d'Oex21st Sep 1997,4.929421019755842,0,0
515,Kristian ERIKSSON,Kristian ERIKSSON,6:42.1722,Men,Swedish,Switzerland,21st Sep 1997,Château d'Oex,Sweden,0,6.70287,Château d'Oex21st Sep 1997,5.109808400479832,0,0
516,Andreas STEFFEN,Andreas STEFFEN,6:42.7623,Men,Swiss,Switzerland,21st Sep 1997,Château d'Oex,Switzerland,1,6.712705,Château d'Oex21st Sep 1997,5.264034122538996,1,0
518,John KIRKCALDIE,John KIRKCALDIE,6:45.3725,Men,New Zealand,Switzerland,21st Sep 1997,Château d'Oex,New Zealand,0,6.756208333333333,Château d'Oex21st Sep 1997,5.946223547583629,0,0
519,Gerwin PETERS,Gerwin PETERS,6:46.0426,Men,Dutch,Switzerland,21st Sep 1997,Château d'Oex,Netherlands,0,6.767376666666666,Château d'Oex21st Sep 1997,6.121357688156159,0,1
521,Sean MCCARROLL,Sean MCCARROLL,6:46.4028,Men,Australian,Switzerland,21st Sep 1997,Château d'Oex,Australia,0,6.7733799999999995,Château d'Oex21st Sep 1997,6.215497842512541,0,0
523,Rob WARNER,Rob WARNER,6:48.0330,Men,British,Switzerland,21st Sep 1997,Château d'Oex,UK,0,6.80055,Château d'Oex21st Sep 1997,6.641559140768538,0,0
526,Bruno ZANCHI,Bruno ZANCHI,6:50.6633,Men,Italian,Switzerland,21st Sep 1997,Château d'Oex,Italy,0,6.844388333333333,Château d'Oex21st Sep 1997,7.32900180596463,0,0
527,Scott SHARPLES,Scott SHARPLES,6:51.1034,Men,Australian,Switzerland,21st Sep 1997,Château d'Oex,Australia,0,6.851723333333333,Château d'Oex21st Sep 1997,7.444024243311254,0,0
528,Wilfred VAN DE HATERD,Wilfred VAN DE HATERD,6:51.1335,Men,Dutch,Switzerland,21st Sep 1997,Château d'Oex,Netherlands,0,6.852225,Château d'Oex21st Sep 1997,7.451891035776903,1,0
529,Michel JOSEPH,Michel JOSEPH,6:52.5436,Men,Swiss,Switzerland,21st Sep 1997,Château d'Oex,Switzerland,1,6.875726666666667,Château d'Oex21st Sep 1997,7.820428047598016,0,0
530,Andrew SHANDRO,Andrew SHANDRO,6:52.8437,Men,Canadian,Switzerland,21st Sep 1997,Château d'Oex,Canada ,0,6.880728333333334,Château d'Oex21st Sep 1997,7.898860752546244,0,0
534,Tim PONTING,Tim PONTING,6:53.3041,Men,British,Switzerland,21st Sep 1997,Château d'Oex,UK,0,6.888401666666667,Château d'Oex21st Sep 1997,8.019188701090641,0,0
538,Vlastimil HYNCICA,Vlastimil HYNCICA,6:58.9645,Men,Czech,Switzerland,21st Sep 1997,Château d'Oex,Czech Republic,0,6.982741666666667,Château d'Oex21st Sep 1997,9.498563853003361,1,0
539,Will LONGDEN,Will LONGDEN,6:59.5846,Men,British,Switzerland,21st Sep 1997,Château d'Oex,UK,0,6.993076666666667,Château d'Oex21st Sep 1997,9.66063023200503,0,0
547,Takashi TSUKAMOTO,Takashi TSUKAMOTO,7:07.8754,Men,Japanese,Switzerland,21st Sep 1997,Château d'Oex,Japan,0,7.131256666666666,Château d'Oex21st Sep 1997,11.82747418463701,1,0
549,Markus PETSCHENIG,Markus PETSCHENIG,7:08.9356,Men,Austrian,Switzerland,21st Sep 1997,Château d'Oex,Austria,0,7.148926666666667,Château d'Oex21st Sep 1997,12.104563000985301,1,0
550,David WATSON,David WATSON,7:09.1057,Men,Canadian,Switzerland,21st Sep 1997,Château d'Oex,Canada ,0,7.151761666666666,Château d'Oex21st Sep 1997,12.149019525849326,0,0
557,Glyn O'BRIEN,Glyn O'BRIEN,7:15.0064,Men,Irish,Switzerland,21st Sep 1997,Château d'Oex,UK,0,7.2501066666666665,Château d'Oex21st Sep 1997,13.691198339871558,0,0
560,Michael GÖLLES,Michael GÖLLES,7:16.7167,Men,Austrian,Switzerland,21st Sep 1997,Château d'Oex,Austria,0,7.2786116666666665,Château d'Oex21st Sep 1997,14.138194192164043,1,0
566,Brian LOPES,Brian LOPES,7:21.5473,Men,American,Switzerland,21st Sep 1997,Château d'Oex,USA,0,7.359121666666667,Château d'Oex21st Sep 1997,15.400696773046963,0,1
569,Pau MISSER,Pau MISSER,7:23.6476,Men,Spanish,Switzerland,21st Sep 1997,Château d'Oex,Spain,0,7.394126666666667,Château d'Oex21st Sep 1997,15.949621165592065,0,1
596,Corrado HERIN,Corrado HERIN,12:37.39103,Men,Italian,Switzerland,21st Sep 1997,Château d'Oex,Italy,0,12.623183833333334,Château d'Oex21st Sep 1997,97.94810791880215,0,1
598,Ivan OULEGO MORENO,Ivan OULEGO MORENO,DNF,Men,Spanish,Switzerland,21st Sep 1997,Château d'Oex,Spain,0,,Château d'Oex21st Sep 1997,233.95612241255336,0,1
604,John TOMAC,John TOMAC,4:13.611,Men,American,Austria,15th Aug 1997,Kaprun,USA,0,4.22685,Kaprun15th Aug 1997,0.0,1,0
605,Jürgen BENEKE,Jürgen BENEKE,4:15.552,Men,German,Austria,15th Aug 1997,Kaprun,Germany,0,4.2592,Kaprun15th Aug 1997,0.7653453517394881,1,0
606,Nicolas VOUILLOZ,Nicolas VOUILLOZ,4:15.933,Men,French,Austria,15th Aug 1997,Kaprun,France,0,4.26555,Kaprun15th Aug 1997,0.9155754285105955,0,0
607,Tomas MISSER,Tomas MISSER,4:17.764,Men,Spanish,Austria,15th Aug 1997,Kaprun,Spain,0,4.2960666666666665,Kaprun15th Aug 1997,1.637547267271522,1,0
608,Gianluca BONANOMI,Gianluca BONANOMI,4:19.125,Men,Italian,Austria,15th Aug 1997,Kaprun,Italy,0,4.31875,Kaprun15th Aug 1997,2.1741959142150824,1,0
609,Bas DE BEVER,Bas DE BEVER,4:19.276,Men,Dutch,Austria,15th Aug 1997,Kaprun,Netherlands,0,4.321266666666666,Kaprun15th Aug 1997,2.233735918394708,1,0
610,Corrado HERIN,Corrado HERIN,4:21.117,Men,Italian,Austria,15th Aug 1997,Kaprun,Italy,0,4.35195,Kaprun15th Aug 1997,2.9596508037900815,1,0
611,Bruno ZANCHI,Bruno ZANCHI,4:21.458,Men,Italian,Austria,15th Aug 1997,Kaprun,Italy,0,4.357633333333333,Kaprun15th Aug 1997,3.094108694023534,1,0
612,Michael RONNING,Michael RONNING,4:21.929,Men,Australian,Austria,15th Aug 1997,Kaprun,Australia,0,4.365483333333334,Kaprun15th Aug 1997,3.2798261905043757,1,0
613,Andy BÜELER,Andy BÜELER,4:22.0210,Men,Swiss,Austria,15th Aug 1997,Kaprun,Switzerland,0,4.367016666666666,Kaprun15th Aug 1997,3.3161022195409506,1,0
614,David VAZQUEZ LOPEZ,David VAZQUEZ LOPEZ,4:22.7011,Men,Spanish,Austria,15th Aug 1997,Kaprun,Spain,0,4.378351666666667,Kaprun15th Aug 1997,3.584268821147374,0,0
616,Alex BALAUD,Alex BALAUD,4:23.6913,Men,French,Austria,15th Aug 1997,Kaprun,France,0,4.394855,Kaprun15th Aug 1997,3.9747092988868804,1,0
618,Gerwin PETERS,Gerwin PETERS,4:23.8115,Men,Dutch,Austria,15th Aug 1997,Kaprun,Netherlands,0,4.396858333333333,Kaprun15th Aug 1997,4.022104719432518,0,0
619,Guillaume KOCH,Guillaume KOCH,4:23.8416,Men,French,Austria,15th Aug 1997,Kaprun,France,0,4.39736,Kaprun15th Aug 1997,4.033973289802106,1,0
622,Pau MISSER,Pau MISSER,4:24.2419,Men,Spanish,Austria,15th Aug 1997,Kaprun,Spain,0,4.404031666666667,Kaprun15th Aug 1997,4.191813446577641,0,0
624,Christian TAILLEFER,Christian TAILLEFER,4:24.8921,Men,French,Austria,15th Aug 1997,Kaprun,France,0,4.414868333333334,Kaprun15th Aug 1997,4.448190338747149,1,0
625,Rob WARNER,Rob WARNER,4:25.4022,Men,British,Austria,15th Aug 1997,Kaprun,UK,0,4.42337,Kaprun15th Aug 1997,4.649325147568528,1,0
626,Ivan OULEGO MORENO,Ivan OULEGO MORENO,4:25.6123,Men,Spanish,Austria,15th Aug 1997,Kaprun,Spain,0,4.426871666666667,Kaprun15th Aug 1997,4.732168557357541,1,0
627,Jan LUNDMAN,Jan LUNDMAN,4:25.7024,Men,Swedish,Austria,15th Aug 1997,Kaprun,Sweden,0,4.428373333333333,Kaprun15th Aug 1997,4.76769540753359,1,0
628,Cédric GRACIA,Cédric GRACIA,4:25.7425,Men,French,Austria,15th Aug 1997,Kaprun,France,0,4.4290416666666665,Kaprun15th Aug 1997,4.783507024537581,0,0
629,Michel JOSEPH,Michel JOSEPH,4:26.7826,Men,Swiss,Austria,15th Aug 1997,Kaprun,Switzerland,0,4.446376666666667,Kaprun15th Aug 1997,5.193623304982831,1,0
630,Tim PONTING,Tim PONTING,4:27.7427,Men,British,Austria,15th Aug 1997,Kaprun,UK,0,4.462378333333334,Kaprun15th Aug 1997,5.572195212352793,1,0
635,Scott SHARPLES,Scott SHARPLES,4:28.9132,Men,Australian,Austria,15th Aug 1997,Kaprun,Australia,0,4.481886666666667,Kaprun15th Aug 1997,6.033728820910778,0,0
639,Stephane JANY,Stephane JANY,4:29.5936,Men,French,Austria,15th Aug 1997,Kaprun,France,0,4.493226666666667,Kaprun15th Aug 1997,6.30201371391621,0,0
642,Andreas STEFFEN,Andreas STEFFEN,4:30.6139,Men,Swiss,Austria,15th Aug 1997,Kaprun,Switzerland,0,4.510231666666667,Kaprun15th Aug 1997,6.704322762025328,1,0
643,William BALAUD,William BALAUD,4:31.0040,Men,French,Austria,15th Aug 1997,Kaprun,France,0,4.516733333333334,Kaprun15th Aug 1997,6.858141011233765,0,0
646,Shaun PALMER,Shaun PALMER,4:31.6143,Men,American,Austria,15th Aug 1997,Kaprun,USA,0,4.526905,Kaprun15th Aug 1997,7.098785147331954,0,0
649,Chris O'DRISCOLL,Chris O'DRISCOLL,4:33.4146,Men,American,Austria,15th Aug 1997,Kaprun,USA,0,4.55691,Kaprun15th Aug 1997,7.808651832925229,0,0
651,Vlastimil HYNCICA,Vlastimil HYNCICA,4:33.5148,Men,Czech,Austria,15th Aug 1997,Kaprun,Czech Republic,0,4.55858,Kaprun15th Aug 1997,7.8481611602020385,1,0
652,Michael GÖLLES,Michael GÖLLES,4:34.1849,Men,Austrian,Austria,15th Aug 1997,Kaprun,Austria,1,4.569748333333333,Kaprun15th Aug 1997,8.112384715174038,1,0
661,Mickael PASCAL,Mickael PASCAL,4:36.8158,Men,French,Austria,15th Aug 1997,Kaprun,France,0,4.613596666666667,Kaprun15th Aug 1997,9.149760854221633,0,1
667,Sean MCCARROLL,Sean MCCARROLL,4:49.3864,Men,Australian,Austria,15th Aug 1997,Kaprun,Australia,0,4.823106666666667,Kaprun15th Aug 1997,14.106407056476279,0,1
669,Steve PEAT,Steve PEAT,4:56.9266,Men,British,Austria,15th Aug 1997,Kaprun,UK,0,4.948776666666666,Kaprun15th Aug 1997,17.07954307975601,0,1
672,Wilfred VAN DE HATERD,Wilfred VAN DE HATERD,19:56.9069,Men,Dutch,Austria,15th Aug 1997,Kaprun,Netherlands,0,19.94844833333333,Kaprun15th Aug 1997,371.9459723750153,0,1
673,Marcus KLAUSMANN,Marcus KLAUSMANN,DNF,Men,German,Austria,15th Aug 1997,Kaprun,Germany,0,,Kaprun15th Aug 1997,39.14474684788616,0,1
674,Missy GIOVE,Missy GIOVE,4:37.221,Women,American,Austria,15th Aug 1997,Kaprun,USA,0,4.62035,Kaprun15th Aug 1997,0.0,1,0
675,Anne-Caroline CHAUSSON,Anne-Caroline CHAUSSON,4:39.372,Women,French,Austria,15th Aug 1997,Kaprun,France,0,4.6562,Kaprun15th Aug 1997,0.775915244516101,0,1
676,Malin LINDGREN,Malin LINDGREN,4:45.923,Women,Swedish,Austria,15th Aug 1997,Kaprun,Sweden,0,4.765383333333333,Kaprun15th Aug 1997,3.1390118353227248,1,0
677,Leigh DONOVAN,Leigh DONOVAN,4:46.634,Women,American,Austria,15th Aug 1997,Kaprun,USA,0,4.777233333333333,Kaprun15th Aug 1997,3.3954859119619263,0,0
678,Giovanna BONAZZI,Giovanna BONAZZI,4:49.235,Women,Italian,Austria,15th Aug 1997,Kaprun,Italy,0,4.820583333333333,Kaprun15th Aug 1997,4.333726521439574,1,0
679,Mercedes GONZALEZ,Mercedes GONZALEZ,4:49.266,Women,Spanish,Austria,15th Aug 1997,Kaprun,Spain,0,4.8210999999999995,Kaprun15th Aug 1997,4.3449089354702375,1,0
680,Lisa SHER,Lisa SHER,4:51.587,Women,American,Austria,15th Aug 1997,Kaprun,USA,0,4.859783333333334,Kaprun15th Aug 1997,5.18214709563849,1,0
681,Marielle SANER,Marielle SANER,4:52.458,Women,Swiss,Austria,15th Aug 1997,Kaprun,Switzerland,0,4.8743,Kaprun15th Aug 1997,5.4963368575973615,0,0
682,Kim SONIER,Kim SONIER,4:53.039,Women,American,Austria,15th Aug 1997,Kaprun,USA,0,4.883983333333333,Kaprun15th Aug 1997,5.705916939914357,0,0
684,Nolvenn LE CAER,Nolvenn LE CAER,4:57.0511,Women,French,Austria,15th Aug 1997,Kaprun,France,0,4.950851666666667,Kaprun15th Aug 1997,7.153173821608028,0,0
685,Katja REPO,Katja REPO,4:57.9812,Women,Finnish,Austria,15th Aug 1997,Kaprun,Finland,0,4.966353333333333,Kaprun15th Aug 1997,7.48868231483184,0,1
686,Marla STREB,Marla STREB,4:59.6113,Women,American,Austria,15th Aug 1997,Kaprun,USA,0,4.993521666666666,Kaprun15th Aug 1997,8.076696931329153,0,1
687,Sabrina JONNIER,Sabrina JONNIER,4:59.9214,Women,French,Austria,15th Aug 1997,Kaprun,France,0,4.99869,Kaprun15th Aug 1997,8.188557143939313,0,1
688,Miriam BLAS OTONDO,Miriam BLAS OTONDO,5:03.8915,Women,Spanish,Austria,15th Aug 1997,Kaprun,Spain,0,5.0648583333333335,Kaprun15th Aug 1997,9.620663658236573,1,0
689,Elke BRUTSAERT,Elke BRUTSAERT,5:05.9316,Women,American,Austria,15th Aug 1997,Kaprun,USA,0,5.09886,Kaprun15th Aug 1997,10.356574718365486,0,1
693,Helena KURANDOVA,Helena KURANDOVA,5:10.7620,Women,Czech,Austria,15th Aug 1997,Kaprun,Czech Republic,0,5.179366666666667,Kaprun15th Aug 1997,12.09901125816586,1,0
