,Name,Name.1,Run 1,sex,rider_country,race_country,Date,track_name,rider_country_new,home_race,run_time,race_id,percent_time_back,best_results,worst_results
24629,Francesco COLOMBO,Francesco COLOMBO,3:53.73431,Men,Italian,Italy,11th Sep 2016,Val di Sole,Italy,1,3.8955718333333333,Val di Sole11th Sep 2016,10.000847122208189,0,0
24631,Jasper JAUCH,Jasper JAUCH,3:57.35033,Men,German,Italy,11th Sep 2016,Val di Sole,Germany,0,3.9558388333333334,Val di Sole11th Sep 2016,11.702630926266956,0,0
24633,Alex MARIN,Alex MARIN,3:58.17935,Men,Spanish,Italy,11th Sep 2016,Val di Sole,Spain,0,3.9696558333333334,Val di Sole11th Sep 2016,12.092787177958254,0,1
24634,Johannes VON KLEBELSBERG,Johannes VON KLEBELSBERG,3:58.27736,Men,Italian,Italy,11th Sep 2016,Val di Sole,Italy,1,3.9712893333333334,Val di Sole11th Sep 2016,12.138912982194894,0,1
24635,Joshua BUTTON,Joshua BUTTON,3:58.28837,Men,Australian,Italy,11th Sep 2016,Val di Sole,Australia,0,3.9714728333333333,Val di Sole11th Sep 2016,12.1440945463684,0,1
24636,Sam BLENKINSOP,Sam BLENKINSOP,3:58.29838,Men,New Zealand,Italy,11th Sep 2016,Val di Sole,New Zealand,0,3.9716396666666665,Val di Sole11th Sep 2016,12.148805487092918,0,1
24637,Benoît COULANGES,Benoît COULANGES,3:58.61839,Men,French,Italy,11th Sep 2016,Val di Sole,France,0,3.976973166666667,Val di Sole11th Sep 2016,12.299409697007913,0,1
24638,Carlo CAIRE,Carlo CAIRE,3:59.00540,Men,Italian,Italy,11th Sep 2016,Val di Sole,Italy,1,3.9834233333333335,Val di Sole11th Sep 2016,12.481545678006034,0,0
24639,Sławomir ŁUKASIK,Sławomir ŁUKASIK,3:59.39841,Men,Polish,Italy,11th Sep 2016,Val di Sole,Poland,0,3.9899735,Val di Sole11th Sep 2016,12.666505399698135,0,1
24640,Stanislav SEHNAL,Stanislav SEHNAL,3:59.62042,Men,Czech,Italy,11th Sep 2016,Val di Sole,Czech Republic,0,3.9936736666666666,Val di Sole11th Sep 2016,12.77098851161098,0,1
24641,Nick BEER,Nick BEER,3:59.64143,Men,Swiss,Italy,11th Sep 2016,Val di Sole,Switzerland,0,3.9940238333333333,Val di Sole11th Sep 2016,12.780876310274515,0,1
24644,Maxime CHAPUIS,Maxime CHAPUIS,4:01.21646,Men,Swiss,Italy,11th Sep 2016,Val di Sole,Switzerland,0,4.020274333333333,Val di Sole11th Sep 2016,13.522122361155485,0,1
24645,Isak LEIVSSON,Isak LEIVSSON,4:01.30147,Men,Norwegian,Italy,11th Sep 2016,Val di Sole,Norway,0,4.021691166666667,Val di Sole11th Sep 2016,13.562130060555111,0,1
24646,Neko MULALLY,Neko MULALLY,4:01.36048,Men,American,Italy,11th Sep 2016,Val di Sole,USA,0,4.022674666666667,Val di Sole11th Sep 2016,13.589901550280704,0,1
24649,Johannes FISCHBACH,Johannes FISCHBACH,4:03.00351,Men,German,Italy,11th Sep 2016,Val di Sole,Germany,0,4.0500585,Val di Sole11th Sep 2016,14.36314999569377,0,1
24651,Gianluca VERNASSA,Gianluca VERNASSA,4:04.43753,Men,Italian,Italy,11th Sep 2016,Val di Sole,Italy,1,4.073958833333333,Val di Sole11th Sep 2016,15.03803343403105,0,1
24652,Oscar HÄRNSTRÖM,Oscar HÄRNSTRÖM,4:04.96154,Men,Swedish,Italy,11th Sep 2016,Val di Sole,Sweden,0,4.082692333333333,Val di Sole11th Sep 2016,15.28464482754237,0,1
24653,Emanuel POMBO,Emanuel POMBO,4:05.60355,Men,Portuguese,Italy,11th Sep 2016,Val di Sole,Portugal,0,4.0933925,Val di Sole11th Sep 2016,15.586789788035915,0,1
24654,Rupert CHAPMAN,Rupert CHAPMAN,4:06.75856,Men,New Zealand,Italy,11th Sep 2016,Val di Sole,New Zealand,0,4.112642666666667,Val di Sole11th Sep 2016,16.13036457786725,0,1
24655,Stefan GARLICKI,Stefan GARLICKI,4:07.00157,Men,South African,Italy,11th Sep 2016,Val di Sole,South Africa,0,4.1166928333333335,Val di Sole11th Sep 2016,16.244730782209118,0,1
24656,Edgar CARBALLO GONZALEZ,Edgar CARBALLO GONZALEZ,4:07.49158,Men,Spanish,Italy,11th Sep 2016,Val di Sole,Spain,0,4.124859666666667,Val di Sole11th Sep 2016,16.475340978454376,0,1
24657,Kazuki SHIMIZU,Kazuki SHIMIZU,4:08.05259,Men,Japanese,Italy,11th Sep 2016,Val di Sole,Japan,0,4.134209833333333,Val di Sole11th Sep 2016,16.73936543957877,0,1
24658,Silas GRANDY,Silas GRANDY,4:09.06460,Men,German,Italy,11th Sep 2016,Val di Sole,Germany,0,4.1510766666666665,Val di Sole11th Sep 2016,17.215641076202882,0,1
24660,Rafael GUTIÉRREZ VILLEGAS,Rafael GUTIÉRREZ VILLEGAS,4:09.59262,Men,Colombian,Italy,11th Sep 2016,Val di Sole,Columbia,0,4.159877,Val di Sole11th Sep 2016,17.464139669744693,0,1
24661,Bryn DICKERSON,Bryn DICKERSON,4:10.64163,Men,New Zealand,Italy,11th Sep 2016,Val di Sole,New Zealand,0,4.1773605,Val di Sole11th Sep 2016,17.957828373981854,0,1
24664,Markolf BERCHTOLD,Markolf BERCHTOLD,4:11.78166,Men,Brazilian,Italy,11th Sep 2016,Val di Sole,Brazil,0,4.196361,Val di Sole11th Sep 2016,18.494353224547133,0,1
24667,Lutz WEBER,Lutz WEBER,4:15.62469,Men,Swiss,Italy,11th Sep 2016,Val di Sole,Switzerland,0,4.2604115,Val di Sole11th Sep 2016,20.302973257763757,0,0
24669,Eddie MASTERS,Eddie MASTERS,4:20.04971,Men,New Zealand,Italy,11th Sep 2016,Val di Sole,New Zealand,0,4.334161833333333,Val di Sole11th Sep 2016,22.385491432064786,0,1
24672,Johann POTGIETER,Johann POTGIETER,4:22.12774,Men,South African,Italy,11th Sep 2016,Val di Sole,South Africa,0,4.368795666666666,Val di Sole11th Sep 2016,23.363461077793566,0,1
24674,Miran VAUH,Miran VAUH,4:27.14076,Men,Slovenian,Italy,11th Sep 2016,Val di Sole,Slovenia,0,4.452346,Val di Sole11th Sep 2016,25.72270584010756,0,1
24676,Graeme MUDD,Graeme MUDD,4:31.29378,Men,Australian,Italy,11th Sep 2016,Val di Sole,Australia,0,4.521563,Val di Sole11th Sep 2016,27.677214436280174,0,1
24681,Loïc BRUNI,Loïc BRUNI,4:35.13383,Men,French,Italy,11th Sep 2016,Val di Sole,France,0,4.5855638333333335,Val di Sole11th Sep 2016,29.484432011618743,0,1
24692,Yuki KUSHIMA,Yuki KUSHIMA,5:30.93794,Men,Japanese,Italy,11th Sep 2016,Val di Sole,Japan,0,5.5156323333333335,Val di Sole11th Sep 2016,55.7471547282832,0,1
24694,Jérôme CAROLI,Jérôme CAROLI,5:45.09896,Men,Swiss,Italy,11th Sep 2016,Val di Sole,Switzerland,0,5.751649333333333,Val di Sole11th Sep 2016,62.41166280206376,0,1
24696,Dean LUCAS,Dean LUCAS,7:13.48298,Men,Australian,Italy,11th Sep 2016,Val di Sole,Australia,0,7.224716333333333,Val di Sole11th Sep 2016,104.00725513108982,0,1
24697,Roger VIEIRA,Roger VIEIRA,7:43.24299,Men,Brazilian,Italy,11th Sep 2016,Val di Sole,Brazil,0,7.7207165,Val di Sole11th Sep 2016,118.01301367961176,0,1
24698,Erik IRMISCH,Erik IRMISCH,7:48.345100,Men,German,Italy,11th Sep 2016,Val di Sole,Germany,0,7.805751666666667,Val di Sole11th Sep 2016,120.41418628499731,0,1
24699,Amaury PIERRON,Amaury PIERRON,8:27.832101,Men,French,Italy,11th Sep 2016,Val di Sole,France,0,8.46386835,Val di Sole11th Sep 2016,138.9976948863468,0,1
24701,Aaron GWIN,Aaron GWIN,DNF,Men,American,Italy,11th Sep 2016,Val di Sole,USA,0,,Val di Sole11th Sep 2016,25.387319314066616,0,1
24702,Eliot JACKSON,Eliot JACKSON,DNF,Men,American,Italy,11th Sep 2016,Val di Sole,USA,0,,Val di Sole11th Sep 2016,61.40687364574822,0,1
24705,Loris REVELLI,Loris REVELLI,DNF,Men,Italian,Italy,11th Sep 2016,Val di Sole,Italy,1,,Val di Sole11th Sep 2016,119.18664093999544,0,1
24707,David TRUMMER,David TRUMMER,DNF,Men,Austrian,Italy,11th Sep 2016,Val di Sole,Austria,0,,Val di Sole11th Sep 2016,28.794741316159556,0,1
24711,Ángel SUÁREZ ALONSO,Ángel SUÁREZ ALONSO,DNS,Men,Spanish,Italy,11th Sep 2016,Val di Sole,Spain,0,,Val di Sole11th Sep 2016,80.41821078976564,0,1
24712,Rachel ATHERTON,Rachel ATHERTON,4:20.1871,Women,British,Italy,11th Sep 2016,Val di Sole,UK,0,4.336451666666667,Val di Sole11th Sep 2016,0.0,1,0
24713,Myriam NICOLE,Myriam NICOLE,4:23.3012,Women,French,Italy,11th Sep 2016,Val di Sole,France,0,4.388353333333334,Val di Sole11th Sep 2016,1.196869483537033,0,0
24714,Tracey HANNAH,Tracey HANNAH,4:29.6403,Women,Australian,Italy,11th Sep 2016,Val di Sole,Australia,0,4.494005,Val di Sole11th Sep 2016,3.6332316244732876,0,0
24715,Marine CABIROU,Marine CABIROU,4:44.6944,Women,French,Italy,11th Sep 2016,Val di Sole,France,0,4.744906666666667,Val di Sole11th Sep 2016,9.419106481451234,0,1
24716,Tahnée SEAGRAVE,Tahnée SEAGRAVE,4:45.4865,Women,British,Italy,11th Sep 2016,Val di Sole,UK,0,4.758108333333333,Val di Sole11th Sep 2016,9.723541251660816,0,1
24717,Alia MARCELLINI,Alia MARCELLINI,4:49.0746,Women,Italian,Italy,11th Sep 2016,Val di Sole,Italy,1,4.8179099999999995,Val di Sole11th Sep 2016,11.102587330424885,0,0
24718,Veronika WIDMANN,Veronika WIDMANN,4:49.7507,Women,Italian,Italy,11th Sep 2016,Val di Sole,Italy,1,4.829178333333333,Val di Sole11th Sep 2016,11.362438798848974,0,0
24719,Mariana SALAZAR,Mariana SALAZAR,4:52.5738,Women,Salvadoran,Italy,11th Sep 2016,Val di Sole,Salvado,0,4.87623,Val di Sole11th Sep 2016,12.447465689113702,0,0
24720,Mio SUEMASA,Mio SUEMASA,4:55.3309,Women,Japanese,Italy,11th Sep 2016,Val di Sole,Japan,0,4.922181666666667,Val di Sole11th Sep 2016,13.507126218017728,0,1
24721,Miranda MILLER,Miranda MILLER,4:59.37410,Women,Canadian,Italy,11th Sep 2016,Val di Sole,Canada ,0,4.989568333333334,Val di Sole11th Sep 2016,15.061084888528287,0,1
24722,Carina CAPPELLARI,Carina CAPPELLARI,5:00.01611,Women,Swiss,Italy,11th Sep 2016,Val di Sole,Switzerland,0,5.0002685,Val di Sole11th Sep 2016,15.307834246970732,0,0
24726,Jana BARTOVA,Jana BARTOVA,5:12.47815,Women,Czech,Italy,11th Sep 2016,Val di Sole,Czech Republic,0,5.2079691666666665,Val di Sole11th Sep 2016,20.09747985199879,0,1
24727,Eleonora FARINA,Eleonora FARINA,5:18.55716,Women,Italian,Italy,11th Sep 2016,Val di Sole,Italy,1,5.309286,Val di Sole11th Sep 2016,22.433879312233373,0,1
24729,Sandra RÜBESAM,Sandra RÜBESAM,5:26.40518,Women,German,Italy,11th Sep 2016,Val di Sole,Germany,0,5.440086333333333,Val di Sole11th Sep 2016,25.450177968085264,0,1
24733,Harriet RUECKNAGEL,Harriet RUECKNAGEL,5:40.07922,Women,German,Italy,11th Sep 2016,Val di Sole,Germany,0,5.667987,Val di Sole11th Sep 2016,30.705642209010353,0,1
24734,Lea Salome RUTZ,Lea Salome RUTZ,5:43.23823,Women,Swiss,Italy,11th Sep 2016,Val di Sole,Switzerland,0,5.720637166666666,Val di Sole11th Sep 2016,31.919772348436926,0,1
24736,Manon CARPENTER,Manon CARPENTER,DNF,Women,British,Italy,11th Sep 2016,Val di Sole,UK,0,,Val di Sole11th Sep 2016,20.892199289818024,0,1
24739,Danny HART (elt),Danny HART (elt),4:13.6111,Men,British,Andorra,4th Sep 2016,Vallnord,UK,0,4.226851666666667,Vallnord4th Sep 2016,0.0,1,0
24740,Greg MINNAAR,Greg MINNAAR,4:16.4092,Men,South African,Andorra,4th Sep 2016,Vallnord,South Africa,0,4.273486666666667,Vallnord4th Sep 2016,1.1033034437372802,0,0
24741,Loïc BRUNI,Loïc BRUNI,4:16.9953,Men,French,Andorra,4th Sep 2016,Vallnord,France,0,4.283255,Vallnord4th Sep 2016,1.3344053158556468,0,0
24742,Alexandre FAYOLLE,Alexandre FAYOLLE,4:18.9334,Men,French,Andorra,4th Sep 2016,Vallnord,France,0,4.315556666666667,Vallnord4th Sep 2016,2.098606882742904,1,0
24743,Connor FEARON,Connor FEARON,4:19.1765,Men,Australian,Andorra,4th Sep 2016,Vallnord,Australia,0,4.319608333333333,Vallnord4th Sep 2016,2.1944623086292303,1,0
24744,Marcelo GUTIÉRREZ,Marcelo GUTIÉRREZ,4:19.7216,Men,Colombian,Andorra,4th Sep 2016,Vallnord,Columbia,0,4.328693333333334,Vallnord4th Sep 2016,2.409397695921056,1,0
24745,Adam BRAYTON,Adam BRAYTON,4:20.4747,Men,British,Andorra,4th Sep 2016,Vallnord,UK,0,4.341245,Vallnord4th Sep 2016,2.7063484208695865,1,0
24746,Markus PEKOLL,Markus PEKOLL,4:20.5168,Men,Austrian,Andorra,4th Sep 2016,Vallnord,Austria,0,4.341946666666667,Vallnord4th Sep 2016,2.722948640654921,1,0
24747,Laurie GREENLAND,Laurie GREENLAND,4:20.6309,Men,British,Andorra,4th Sep 2016,Vallnord,UK,0,4.343848333333334,Vallnord4th Sep 2016,2.767938785013757,0,0
24748,Jack MOIR,Jack MOIR,4:20.77410,Men,Australian,Andorra,4th Sep 2016,Vallnord,Australia,0,4.346235,Vallnord4th Sep 2016,2.8244031905543476,1,0
24749,Mike JONES (elt),Mike JONES (elt),4:21.39111,Men,British,Andorra,4th Sep 2016,Vallnord,UK,0,4.3565185,Vallnord4th Sep 2016,3.067693015013928,0,0
24750,Brendan FAIRCLOUGH,Brendan FAIRCLOUGH,4:21.42812,Men,British,Andorra,4th Sep 2016,Vallnord,UK,0,4.357135333333333,Vallnord4th Sep 2016,3.082286224853714,1,0
24751,Amaury PIERRON,Amaury PIERRON,4:22.02813,Men,French,Andorra,4th Sep 2016,Vallnord,France,0,4.3671355,Vallnord4th Sep 2016,3.3188728726778916,0,0
24752,Charlie HARRISON,Charlie HARRISON,4:22.14414,Men,American,Andorra,4th Sep 2016,Vallnord,USA,0,4.369069,Vallnord4th Sep 2016,3.3646161386469142,0,0
24753,Eliot JACKSON,Eliot JACKSON,4:22.21315,Men,American,Andorra,4th Sep 2016,Vallnord,USA,0,4.370219166666667,Vallnord4th Sep 2016,3.391827092741595,1,0
24754,David TRUMMER,David TRUMMER,4:22.29516,Men,Austrian,Andorra,4th Sep 2016,Vallnord,Austria,0,4.371586,Vallnord4th Sep 2016,3.4241640054398115,0,0
24755,Dylan LEVESQUE,Dylan LEVESQUE,4:23.17917,Men,French,Andorra,4th Sep 2016,Vallnord,France,0,4.3863195,Vallnord4th Sep 2016,3.772733133526085,1,0
24756,Florent PAYET,Florent PAYET,4:23.57218,Men,French,Andorra,4th Sep 2016,Vallnord,France,0,4.392869666666667,Vallnord4th Sep 2016,3.9276987482014913,1,0
24757,Benoît COULANGES,Benoît COULANGES,4:23.58019,Men,French,Andorra,4th Sep 2016,Vallnord,France,0,4.3930031666666665,Vallnord4th Sep 2016,3.930857127310272,0,0
24758,Troy BROSNAN,Troy BROSNAN,4:24.60220,Men,Australian,Andorra,4th Sep 2016,Vallnord,Australia,0,4.410036666666667,Vallnord4th Sep 2016,4.3338402774957485,0,1
24759,Jack READING,Jack READING,4:24.63221,Men,British,Andorra,4th Sep 2016,Vallnord,UK,0,4.4105368333333335,Vallnord4th Sep 2016,4.345673355779778,1,0
24760,Thomas ESTAQUE,Thomas ESTAQUE,4:24.67422,Men,French,Andorra,4th Sep 2016,Vallnord,France,0,4.411237,Vallnord4th Sep 2016,4.362238088159387,1,0
24761,Baptiste PIERRON,Baptiste PIERRON,4:24.67623,Men,French,Andorra,4th Sep 2016,Vallnord,France,0,4.4112705,Vallnord4th Sep 2016,4.363030640220389,0,0
24762,Harry HEATH,Harry HEATH,4:24.75824,Men,British,Andorra,4th Sep 2016,Vallnord,UK,0,4.4126373333333335,Vallnord4th Sep 2016,4.395367552918628,1,0
24763,Loris VERGIER,Loris VERGIER,4:25.60425,Men,French,Andorra,4th Sep 2016,Vallnord,France,0,4.4267375,Vallnord4th Sep 2016,4.728953109702205,0,1
24764,Taylor VERNON,Taylor VERNON,4:26.02526,Men,British,Andorra,4th Sep 2016,Vallnord,UK,0,4.433754333333333,Vallnord4th Sep 2016,4.894959250600617,0,0
24765,Rémi THIRION,Rémi THIRION,4:26.10827,Men,French,Andorra,4th Sep 2016,Vallnord,France,0,4.435137833333333,Vallnord4th Sep 2016,4.927690467806811,0,0
24766,Harry MOLLOY,Harry MOLLOY,4:26.18928,Men,British,Andorra,4th Sep 2016,Vallnord,UK,0,4.436488,Vallnord4th Sep 2016,4.959633075997072,1,0
24767,Rupert CHAPMAN,Rupert CHAPMAN,4:26.46329,Men,New Zealand,Andorra,4th Sep 2016,Vallnord,New Zealand,0,4.441054833333333,Vallnord4th Sep 2016,5.06767645422459,1,0
24768,Marc BEAUMONT,Marc BEAUMONT,4:26.79630,Men,British,Andorra,4th Sep 2016,Vallnord,UK,0,4.446605,Vallnord4th Sep 2016,5.198983798422074,0,0
24769,Loris REVELLI,Loris REVELLI,4:27.41331,Men,Italian,Andorra,4th Sep 2016,Vallnord,Italy,0,4.4568885,Vallnord4th Sep 2016,5.442273622881633,0,0
24770,Rudy CABIROU,Rudy CABIROU,4:27.46232,Men,French,Andorra,4th Sep 2016,Vallnord,France,0,4.457705333333333,Vallnord4th Sep 2016,5.461598486817021,0,0
24771,Mark WALLACE,Mark WALLACE,4:27.46433,Men,Canadian,Andorra,4th Sep 2016,Vallnord,Canada ,0,4.457738833333333,Vallnord4th Sep 2016,5.462391038878023,0,0
24772,Jure ŽABJEK,Jure ŽABJEK,4:27.67634,Men,Slovenian,Andorra,4th Sep 2016,Vallnord,Slovenia,0,4.4612723333333335,Vallnord4th Sep 2016,5.54598753761173,0,0
24773,Bernard KERR,Bernard KERR,4:28.43235,Men,British,Andorra,4th Sep 2016,Vallnord,UK,0,4.4738725,Vallnord4th Sep 2016,5.8440856886784465,0,1
24774,George BRANNIGAN,George BRANNIGAN,4:28.75936,Men,New Zealand,Andorra,4th Sep 2016,Vallnord,New Zealand,0,4.479322666666667,Vallnord4th Sep 2016,5.97302720582813,0,0
24775,Jacob DICKSON,Jacob DICKSON,4:28.88237,Men,Irish,Andorra,4th Sep 2016,Vallnord,UK,0,4.481372833333333,Vallnord4th Sep 2016,6.021530603352931,0,0
24776,Alex MARIN,Alex MARIN,4:28.88838,Men,Spanish,Andorra,4th Sep 2016,Vallnord,Spain,0,4.481473,Vallnord4th Sep 2016,6.023900373445801,0,0
24777,Wyn MASTERS,Wyn MASTERS,4:29.29839,Men,New Zealand,Andorra,4th Sep 2016,Vallnord,New Zealand,0,4.4883065,Vallnord4th Sep 2016,6.185569164756588,0,0
24778,Francesco COLOMBO,Francesco COLOMBO,4:29.33940,Men,Italian,Andorra,4th Sep 2016,Vallnord,Italy,0,4.48899,Vallnord4th Sep 2016,6.2017395926282415,1,0
24779,Joe SMITH (elt),Joe SMITH (elt),4:29.40341,Men,British,Andorra,4th Sep 2016,Vallnord,UK,0,4.490056833333333,Vallnord4th Sep 2016,6.226979024183077,0,0
24780,Andreas KOLB,Andreas KOLB,4:29.42642,Men,Austrian,Andorra,4th Sep 2016,Vallnord,Austria,0,4.490440333333333,Vallnord4th Sep 2016,6.236051970911349,0,0
24781,Dean LUCAS,Dean LUCAS,4:29.98643,Men,Australian,Andorra,4th Sep 2016,Vallnord,Australia,0,4.499773833333333,Vallnord4th Sep 2016,6.456866438416919,0,1
24782,Steve PEAT,Steve PEAT,4:31.06044,Men,British,Andorra,4th Sep 2016,Vallnord,UK,0,4.5176739999999995,Vallnord4th Sep 2016,6.880353423016561,0,1
24783,Sławomir ŁUKASIK,Sławomir ŁUKASIK,4:31.44545,Men,Polish,Andorra,4th Sep 2016,Vallnord,Poland,0,4.524090833333333,Vallnord4th Sep 2016,7.032164601628232,0,0
24784,Andrew NEETHLING,Andrew NEETHLING,4:31.65646,Men,South African,Andorra,4th Sep 2016,Vallnord,South Africa,0,4.5276076666666665,Vallnord4th Sep 2016,7.115366795853961,0,0
24785,Jérôme CAROLI,Jérôme CAROLI,4:32.32047,Men,Swiss,Andorra,4th Sep 2016,Vallnord,Switzerland,0,4.5386745,Vallnord4th Sep 2016,7.377188932187906,1,0
24786,Maxime CIRIEGO,Maxime CIRIEGO,4:32.36448,Men,French,Andorra,4th Sep 2016,Vallnord,France,0,4.539408,Vallnord4th Sep 2016,7.394542273583449,1,0
24787,Joshua BUTTON,Joshua BUTTON,4:32.45649,Men,Australian,Andorra,4th Sep 2016,Vallnord,Australia,0,4.5409415,Vallnord4th Sep 2016,7.4308222313613115,0,0
24788,Kirk MCDOWALL,Kirk MCDOWALL,4:32.50650,Men,Canadian,Andorra,4th Sep 2016,Vallnord,Canada ,0,4.541775,Vallnord4th Sep 2016,7.450541399804678,0,0
24789,Stanislav SEHNAL,Stanislav SEHNAL,4:32.67251,Men,Czech,Andorra,4th Sep 2016,Vallnord,Czech Republic,0,4.544541833333334,Vallnord4th Sep 2016,7.515999891171954,0,0
24790,Eddie MASTERS,Eddie MASTERS,4:33.11852,Men,New Zealand,Andorra,4th Sep 2016,Vallnord,New Zealand,0,4.551975333333333,Vallnord4th Sep 2016,7.691863644769481,0,0
24791,Maxime CHAPUIS,Maxime CHAPUIS,4:34.90753,Men,Swiss,Andorra,4th Sep 2016,Vallnord,Switzerland,0,4.581792166666666,Vallnord4th Sep 2016,8.397278352564207,0,0
24793,Aaron GWIN,Aaron GWIN,4:35.71055,Men,American,Andorra,4th Sep 2016,Vallnord,USA,0,4.595175833333333,Vallnord4th Sep 2016,8.713912758550402,0,1
24795,Rafael GUTIÉRREZ VILLEGAS,Rafael GUTIÉRREZ VILLEGAS,4:35.90257,Men,Colombian,Andorra,4th Sep 2016,Vallnord,Columbia,0,4.598376166666666,Vallnord4th Sep 2016,8.789627110169862,0,0
24796,Melvin PONS,Melvin PONS,4:36.14358,Men,French,Andorra,4th Sep 2016,Vallnord,France,0,4.602393,Vallnord4th Sep 2016,8.884658439634553,0,0
24797,Edgar CARBALLO GONZALEZ,Edgar CARBALLO GONZALEZ,4:36.76459,Men,Spanish,Andorra,4th Sep 2016,Vallnord,Spain,0,4.612743166666666,Vallnord4th Sep 2016,9.129525482125977,0,0
24798,Gee ATHERTON,Gee ATHERTON,4:37.16460,Men,British,Andorra,4th Sep 2016,Vallnord,UK,0,4.61941,Vallnord4th Sep 2016,9.287251228357118,0,1
24799,Francisco PARDAL,Francisco PARDAL,4:37.51661,Men,Portuguese,Andorra,4th Sep 2016,Vallnord,Portugal,0,4.625276833333333,Vallnord4th Sep 2016,9.42605035820594,0,0
24800,Pasqual CANALS FLIX,Pasqual CANALS FLIX,4:37.61562,Men,Spanish,Andorra,4th Sep 2016,Vallnord,Spain,0,4.626927,Vallnord4th Sep 2016,9.46509044753956,0,0
24802,Brook MACDONALD,Brook MACDONALD,4:39.11664,Men,New Zealand,Andorra,4th Sep 2016,Vallnord,New Zealand,0,4.651944,Vallnord4th Sep 2016,10.056949400085413,0,1
24803,Kenta GALLAGHER,Kenta GALLAGHER,4:39.29165,Men,British,Andorra,4th Sep 2016,Vallnord,UK,0,4.654860833333333,Vallnord4th Sep 2016,10.12595663202438,0,1
24804,Iraitz ETXEBARRIA,Iraitz ETXEBARRIA,4:39.81966,Men,Spanish,Andorra,4th Sep 2016,Vallnord,Spain,0,4.663661,Vallnord4th Sep 2016,10.334153355275078,1,1
24805,Greg WILLIAMSON,Greg WILLIAMSON,4:41.24267,Men,British,Andorra,4th Sep 2016,Vallnord,UK,0,4.687377833333334,Vallnord4th Sep 2016,10.895252613154561,0,1
24806,Matt SIMMONDS (elt),Matt SIMMONDS (elt),4:41.48568,Men,British,Andorra,4th Sep 2016,Vallnord,UK,0,4.691428,Vallnord4th Sep 2016,10.991072551635162,0,1
24807,Lachlan BLAIR,Lachlan BLAIR,4:41.49469,Men,British,Andorra,4th Sep 2016,Vallnord,UK,0,4.691578166666667,Vallnord4th Sep 2016,10.994625235251942,0,1
24808,Ruaridh CUNNINGHAM,Ruaridh CUNNINGHAM,4:42.25370,Men,British,Andorra,4th Sep 2016,Vallnord,UK,0,4.704228333333333,Vallnord4th Sep 2016,11.293906299842549,0,1
24810,Phil ATWILL,Phil ATWILL,4:43.70472,Men,British,Andorra,4th Sep 2016,Vallnord,UK,0,4.7284120000000005,Vallnord4th Sep 2016,11.866050026990148,0,1
24811,Mick HANNAH,Mick HANNAH,4:44.61273,Men,Australian,Andorra,4th Sep 2016,Vallnord,Australia,0,4.7435455,Vallnord4th Sep 2016,12.224082463267582,0,1
24812,Luca SHAW,Luca SHAW,4:45.46874,Men,American,Andorra,4th Sep 2016,Vallnord,USA,0,4.757812333333334,Vallnord4th Sep 2016,12.56161106513083,0,1
24813,Johannes FISCHBACH,Johannes FISCHBACH,4:47.36775,Men,German,Andorra,4th Sep 2016,Vallnord,Germany,0,4.7894625,Vallnord4th Sep 2016,13.31039926880171,0,1
24814,Isak LEIVSSON,Isak LEIVSSON,4:54.15576,Men,Norwegian,Andorra,4th Sep 2016,Vallnord,Norway,0,4.902596,Vallnord4th Sep 2016,15.986942211914235,0,1
24815,Josh BRYCELAND,Josh BRYCELAND,5:01.80577,Men,British,Andorra,4th Sep 2016,Vallnord,UK,0,5.030096166666667,Vallnord4th Sep 2016,19.003375640892695,0,1
24816,George GANNICOTT,George GANNICOTT,5:09.05178,Men,British,Andorra,4th Sep 2016,Vallnord,UK,0,5.150863,Vallnord4th Sep 2016,21.860510048653236,0,1
24818,Guillaume CAUVIN,Guillaume CAUVIN,7:35.03180,Men,French,Andorra,4th Sep 2016,Vallnord,France,0,7.583863333333333,Vallnord4th Sep 2016,79.42109000749574,0,1
24819,Sam BLENKINSOP,Sam BLENKINSOP,DNF,Men,New Zealand,Andorra,4th Sep 2016,Vallnord,New Zealand,0,,Vallnord4th Sep 2016,76.63297969832952,0,1
24820,Joe CONNELL,Joe CONNELL,DSQ,Men,Scottish,Andorra,4th Sep 2016,Vallnord,UK,0,,Vallnord4th Sep 2016,48.670861700764775,0,1
24821,Romain PAULHAN,Romain PAULHAN,DSQ,Men,French,Andorra,4th Sep 2016,Vallnord,France,0,,Vallnord4th Sep 2016,27.990685829024375,0,1
24822,Nick BEER,Nick BEER,DNQ,Men,Swiss,Andorra,4th Sep 2016,Vallnord,Switzerland,0,,Vallnord4th Sep 2016,63.941581621435816,0,1
24823,Noel NIEDERBERGER,Noel NIEDERBERGER,DNQ,Men,Swiss,Andorra,4th Sep 2016,Vallnord,Switzerland,0,,Vallnord4th Sep 2016,386.64423728480557,0,1
24824,Thibault LALY,Thibault LALY,DNQ,Men,French,Andorra,4th Sep 2016,Vallnord,France,0,,Vallnord4th Sep 2016,26.95805326756313,0,1
24825,Thibaut RUFFIN,Thibaut RUFFIN,DNQ,Men,French,Andorra,4th Sep 2016,Vallnord,France,0,,Vallnord4th Sep 2016,61.862376094142604,0,1
24826,Stefan GARLICKI,Stefan GARLICKI,DNQ,Men,South African,Andorra,4th Sep 2016,Vallnord,South Africa,0,,Vallnord4th Sep 2016,18.42386562248757,0,1
